intersection_name,latitude,longitude,hour,day_of_week,is_peak_hour,is_weekend,vehicle_flow,congestion_index,accidents_last_12m,climate_condition,intersection_type,risk_label,tenant_id
Cra 30 con Calle 45,4.636915700729363,-74.1022651736316,17,3,1,0,1302.0,0.804,5,1,2,2,bogota
Calle 13 con Cra 50,4.601848593565739,-74.11012518223119,17,5,1,1,1225.8,0.067,1,1,1,0,metro_agency
Av. Suba con Cra 91,4.724719566472178,-74.09078926933672,16,0,0,0,632.9,0.0,0,0,0,0,bogota
Cra 7 con Calle 116,4.697341495089325,-74.04447761750075,13,3,0,0,350.9,0.208,0,0,1,0,bogota
Calle 63 con Av. Caracas,4.651557798605688,-74.07176856084888,7,3,1,0,1030.6,0.639,6,0,1,1,metro_agency
Av. Boyaca con Calle 80,4.697615569625593,-74.11074570023109,20,6,0,1,686.7,0.0,0,0,0,0,bogota
Cra 19 con Calle 100,4.6866330964458385,-74.06526325095112,13,4,0,0,447.0,0.309,1,1,0,0,bogota
Calle 26 con Cra 50,4.6081023890378825,-74.1100428233813,6,5,0,1,552.2,0.215,1,0,2,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.697832992858056,-74.12867137422145,5,5,0,1,611.6,0.0,3,0,2,0,bogota
Cra 7 con Calle 32,4.617294433942901,-74.07650895415523,5,5,0,1,475.1,0.0,1,0,0,0,bogota
Cra 7 con Calle 26,4.610368649860161,-74.08261800876222,0,3,0,0,1022.0,0.216,1,0,1,0,metro_agency
Calle 100 con Autopista Norte,4.687117997410666,-74.04259069365027,10,3,0,0,630.2,0.182,3,1,0,0,bogota
Av. Eldorado con Cra 30,4.6457817595660025,-74.1044737461872,8,2,1,0,1134.6,0.658,3,0,0,1,bogota
Cra 15 con Calle 72,4.659847171995426,-74.0564367937079,21,0,0,0,785.3,0.035,1,0,1,0,metro_agency
Calle 80 con Av. Boyaca,4.698038392964961,-74.11226368968534,8,6,1,1,789.9,0.492,4,0,0,1,bogota
Cra 7 con Calle 45,4.637064665208502,-74.06406494197093,19,6,1,1,1038.6,0.41,1,2,2,1,bogota
Av. Caracas con Calle 53,4.642463763868502,-74.07422803383857,8,5,1,1,1294.8,0.767,3,0,0,1,metro_agency
Cra 11 con Calle 93,4.677990980425186,-74.04853122821673,1,6,0,1,724.4,0.199,3,2,1,0,bogota
Calle 170 con Cra 7,4.7530989638898795,-74.04732895136469,10,3,0,0,501.6,0.358,1,1,0,0,bogota
Av. 68 con Calle 26,4.60664690833865,-74.11121168275047,18,1,1,0,1407.5,0.84,4,1,1,1,metro_agency
Cra 30 con Calle 45,4.637854160420715,-74.10084602402344,6,6,0,1,773.5,0.0,3,0,1,0,bogota
Calle 13 con Cra 50,4.602834472842062,-74.10867185045424,18,5,1,1,1376.9,0.44,3,1,0,1,bogota
Av. Suba con Cra 91,4.724729529584222,-74.09200431575967,5,1,0,0,751.2,0.229,2,1,2,0,metro_agency
Cra 7 con Calle 116,4.697578559377341,-74.04146317430988,8,6,1,1,1123.8,0.352,3,0,0,0,bogota
Calle 63 con Av. Caracas,4.651108846252858,-74.07398487549337,19,4,1,0,898.3,0.569,0,0,0,0,bogota
Av. Boyaca con Calle 80,4.697682076373235,-74.10984893078597,7,4,1,0,1300.1,0.603,3,0,2,1,metro_agency
Cra 19 con Calle 100,4.6872130497099125,-74.06563765994353,6,5,0,1,900.1,0.0,0,0,2,0,bogota
Calle 26 con Cra 50,4.608078757233882,-74.11005240445057,10,6,0,1,576.6,0.0,8,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.698825398090796,-74.12806821843184,12,2,0,0,940.8,0.08,0,1,0,0,metro_agency
Cra 7 con Calle 32,4.622184674238064,-74.07719232539019,19,0,1,0,1278.6,0.412,0,0,0,0,bogota
Cra 7 con Calle 26,4.607656173705078,-74.08076770991494,13,3,0,0,680.4,0.235,1,1,1,0,bogota
Calle 100 con Autopista Norte,4.687570100040125,-74.04303418224744,17,2,1,0,1571.5,0.468,1,0,1,0,metro_agency
Av. Eldorado con Cra 30,4.646416114823947,-74.10305619595489,14,0,0,0,870.8,0.303,0,0,2,0,bogota
Cra 15 con Calle 72,4.660031419344041,-74.05730747717142,19,6,1,1,980.1,0.53,5,1,1,1,bogota
Calle 80 con Av. Boyaca,4.698601845955231,-74.1107455122453,7,6,1,1,1206.4,0.533,1,1,0,1,metro_agency
Cra 7 con Calle 45,4.634743464015163,-74.06379411445205,7,6,1,1,1072.7,0.63,4,0,1,1,bogota
Av. Caracas con Calle 53,4.64253377851529,-74.07389469729613,13,4,0,0,748.6,0.217,1,1,0,0,bogota
Cra 11 con Calle 93,4.677060978947178,-74.04776648383465,21,6,0,1,587.2,0.018,1,0,1,0,metro_agency
Calle 170 con Cra 7,4.75317045134464,-74.04486843384828,9,0,1,0,1462.8,0.821,1,1,2,1,bogota
Av. 68 con Calle 26,4.607564297821976,-74.10917480052733,20,3,0,0,369.1,0.125,0,0,0,0,bogota
Cra 30 con Calle 45,4.636063444712781,-74.10147068587156,8,2,1,0,915.3,0.862,7,1,0,1,metro_agency
Calle 13 con Cra 50,4.601787612547487,-74.11011153227093,8,6,1,1,1713.8,0.516,2,0,0,0,bogota
Av. Suba con Cra 91,4.724190968976775,-74.09262458363973,18,6,1,1,977.6,0.649,3,0,0,1,bogota
Cra 7 con Calle 116,4.696692192442122,-74.04396038501078,19,1,1,0,1332.8,0.664,10,0,2,1,metro_agency
Calle 63 con Av. Caracas,4.651821286121731,-74.07488430495103,4,3,0,0,604.7,0.13,2,1,1,0,bogota
Av. Boyaca con Calle 80,4.6980300198075255,-74.11135962630105,18,5,1,1,1259.2,0.42,1,1,1,1,bogota
Cra 19 con Calle 100,4.686934441011705,-74.06554101577841,1,4,0,0,638.1,0.267,0,0,1,0,metro_agency
Calle 26 con Cra 50,4.609137252532943,-74.11109161119462,16,4,0,0,689.4,0.092,1,1,1,0,bogota
Av. Ciudad de Cali con Calle 80,4.697190558997572,-74.12865554677948,20,3,0,0,685.1,0.38,0,0,1,0,bogota
Cra 7 con Calle 32,4.618958916170323,-74.07601877844853,10,3,0,0,640.9,0.131,0,0,1,0,metro_agency
Cra 7 con Calle 26,4.611129457802044,-74.08193212931855,9,6,1,1,1306.1,0.362,6,1,1,1,bogota
Calle 100 con Autopista Norte,4.687053122562591,-74.04340929174629,10,6,0,1,832.9,0.0,1,2,0,0,bogota
Av. Eldorado con Cra 30,4.646421183359775,-74.1031296024698,17,2,1,0,1652.3,0.496,5,1,1,1,metro_agency
Cra 15 con Calle 72,4.660239601853422,-74.05797415338188,20,6,0,1,672.3,0.0,0,1,1,0,bogota
Calle 80 con Av. Boyaca,4.698226337921736,-74.11120727141059,17,0,1,0,1584.8,0.757,8,1,2,2,bogota
Cra 7 con Calle 45,4.636945134548385,-74.064342225636,18,3,1,0,1083.6,0.392,1,0,0,0,metro_agency
Av. Caracas con Calle 53,4.642000008206428,-74.07476744434555,13,6,0,1,456.9,0.006,0,0,0,0,bogota
Cra 11 con Calle 93,4.675927079114008,-74.04836254510306,8,4,1,0,1242.5,0.524,1,1,1,1,bogota
Calle 170 con Cra 7,4.752245637331767,-74.04615182880674,13,4,0,0,568.8,0.399,0,0,0,0,metro_agency
Av. 68 con Calle 26,4.606721098967664,-74.10903756659044,16,4,0,0,662.8,0.382,3,0,0,0,bogota
Cra 30 con Calle 45,4.636905223701018,-74.10058456670261,17,3,1,0,1302.2,0.747,5,2,0,1,bogota
Calle 13 con Cra 50,4.601746581097622,-74.10974441131533,14,4,0,0,526.6,0.425,2,0,0,0,metro_agency
Av. Suba con Cra 91,4.725000398588395,-74.09074877468068,8,0,1,0,1928.8,0.457,0,1,0,1,bogota
Cra 7 con Calle 116,4.697331194092424,-74.04273282983976,9,1,1,0,1405.1,0.592,2,0,1,1,bogota
Calle 63 con Av. Caracas,4.653043289553632,-74.07590641884839,10,0,0,0,353.1,0.152,0,0,1,0,metro_agency
Av. Boyaca con Calle 80,4.698480838058166,-74.11056689309753,7,2,1,0,1550.1,0.676,5,1,2,1,bogota
Cra 19 con Calle 100,4.687552646407177,-74.06673768745655,23,5,0,1,573.6,0.285,4,0,0,0,bogota
Calle 26 con Cra 50,4.608689952440749,-74.11007384592716,15,5,0,1,487.1,0.0,0,0,2,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.696602490360018,-74.128857856196,12,4,0,0,759.3,0.168,1,0,1,0,bogota
Cra 7 con Calle 32,4.619434485490942,-74.07597213885926,1,6,0,1,866.4,0.034,0,0,0,0,bogota
Cra 7 con Calle 26,4.607703723735129,-74.08085716875527,5,2,0,0,581.9,0.347,2,1,0,0,metro_agency
Calle 100 con Autopista Norte,4.688986047049537,-74.04541475949318,6,3,0,0,841.3,0.355,3,0,0,0,bogota
Av. Eldorado con Cra 30,4.647795509150157,-74.10315070202704,18,2,1,0,1284.0,0.375,0,1,1,1,bogota
Cra 15 con Calle 72,4.660245075376946,-74.05561349688092,4,1,0,0,591.0,0.496,0,1,2,1,metro_agency
Calle 80 con Av. Boyaca,4.697679761470224,-74.10993380399081,16,6,0,1,496.2,0.325,2,0,0,0,bogota
Cra 7 con Calle 45,4.636670847277409,-74.06615975922018,9,5,1,1,1503.1,0.494,1,0,1,1,bogota
Av. Caracas con Calle 53,4.642721943808215,-74.07549389249787,9,0,1,0,1145.6,0.526,1,0,0,0,metro_agency
Cra 11 con Calle 93,4.675103261987021,-74.0488096205298,15,5,0,1,328.9,0.0,3,0,1,0,bogota
Calle 170 con Cra 7,4.752982161675878,-74.04525556723642,9,0,1,0,1344.8,0.461,0,0,0,0,bogota
Av. 68 con Calle 26,4.606543676575372,-74.10972744980819,13,2,0,0,394.4,0.329,1,0,0,0,metro_agency
Cra 30 con Calle 45,4.635291337685617,-74.1028677266876,20,1,0,0,655.3,0.0,1,0,0,0,bogota
Calle 13 con Cra 50,4.6028867620548475,-74.10982733694392,22,1,0,0,835.6,0.284,0,0,1,0,bogota
Av. Suba con Cra 91,4.723744317089742,-74.09142048615416,12,4,0,0,705.7,0.392,1,0,1,0,metro_agency
Cra 7 con Calle 116,4.698852568845997,-74.0417154679524,11,5,0,1,547.1,0.0,1,0,0,0,bogota
Calle 63 con Av. Caracas,4.651721254683104,-74.07326585777975,17,5,1,1,469.7,0.173,0,0,0,0,bogota
Av. Boyaca con Calle 80,4.698382816916194,-74.11124816635596,17,4,1,0,1328.1,0.368,0,0,0,0,metro_agency
Cra 19 con Calle 100,4.686278298443761,-74.06539976042654,10,5,0,1,806.0,0.0,0,0,1,0,bogota
Calle 26 con Cra 50,4.607945452281256,-74.11021865327743,7,5,1,1,1202.5,0.426,0,2,2,1,bogota
Av. Ciudad de Cali con Calle 80,4.698399260031382,-74.12712980317332,7,0,1,0,1393.6,0.712,2,2,0,1,metro_agency
Cra 7 con Calle 32,4.6210301951988635,-74.0756350728377,7,3,1,0,838.5,0.433,1,0,0,0,bogota
Cra 7 con Calle 26,4.609172261775972,-74.07968951836541,9,5,1,1,814.3,0.394,1,0,1,0,bogota
Calle 100 con Autopista Norte,4.686302576634857,-74.04332209826055,15,2,0,0,401.9,0.207,1,2,0,0,metro_agency
Av. Eldorado con Cra 30,4.647638506982496,-74.10126126522573,16,3,0,0,445.7,0.41,2,0,1,0,bogota
Cra 15 con Calle 72,4.657272934643192,-74.05742140109182,5,3,0,0,994.1,0.055,5,0,1,0,bogota
Calle 80 con Av. Boyaca,4.699172821005527,-74.11088348724299,9,2,1,0,826.3,0.491,0,0,2,1,metro_agency
Cra 7 con Calle 45,4.635501857989412,-74.06501192212141,4,2,0,0,266.0,0.332,1,1,0,0,bogota
Av. Caracas con Calle 53,4.640963904241401,-74.07437156210058,11,0,0,0,414.3,0.285,0,0,0,0,bogota
Cra 11 con Calle 93,4.675191814930683,-74.04948182719963,3,0,0,0,622.6,0.067,1,0,0,0,metro_agency
Calle 170 con Cra 7,4.75422664153539,-74.04387743807912,15,6,0,1,911.8,0.0,0,0,0,0,bogota
Av. 68 con Calle 26,4.605711052717084,-74.10841989120804,14,1,0,0,233.0,0.284,1,0,0,0,bogota
Cra 30 con Calle 45,4.637054075933158,-74.10136385503696,18,4,1,0,1167.8,0.75,15,1,0,2,metro_agency
Calle 13 con Cra 50,4.602877710445029,-74.10966266145223,8,2,1,0,1131.8,0.541,1,0,1,1,bogota
Av. Suba con Cra 91,4.7248346375454595,-74.08990973887096,17,4,1,0,1146.3,0.659,7,0,0,1,bogota
Cra 7 con Calle 116,4.698332873664059,-74.04263686472575,7,2,1,0,1429.2,0.602,5,1,1,1,metro_agency
Calle 63 con Av. Caracas,4.652317283581159,-74.07483439638271,17,1,1,0,1497.1,0.512,2,1,2,1,bogota
Av. Boyaca con Calle 80,4.700103047852206,-74.1099245762669,12,2,0,0,846.0,0.043,2,2,0,0,bogota
Cra 19 con Calle 100,4.687077916807009,-74.06506085588205,17,3,1,0,1484.2,0.494,1,0,2,1,metro_agency
Calle 26 con Cra 50,4.6074216777924075,-74.10859321914421,15,6,0,1,795.7,0.014,4,1,1,0,bogota
Av. Ciudad de Cali con Calle 80,4.698087295549823,-74.12710347536611,18,3,1,0,1133.7,0.461,0,0,2,1,bogota
Cra 7 con Calle 32,4.619358330214644,-74.07755943261044,10,5,0,1,454.1,0.0,0,0,0,0,metro_agency
Cra 7 con Calle 26,4.60728788609495,-74.081268546166,3,4,0,0,465.8,0.181,1,0,0,0,bogota
Calle 100 con Autopista Norte,4.688031230091658,-74.04446653215344,6,1,0,0,775.6,0.383,2,0,1,0,bogota
Av. Eldorado con Cra 30,4.6477680598059665,-74.1009711422922,6,2,0,0,457.1,0.278,0,0,0,0,metro_agency
Cra 15 con Calle 72,4.659196507118347,-74.0566906095333,16,0,0,0,305.2,0.242,0,1,0,0,bogota
Calle 80 con Av. Boyaca,4.698628012915359,-74.11071016572073,11,0,0,0,980.9,0.109,0,1,0,0,bogota
Cra 7 con Calle 45,4.637203507931935,-74.06339817514632,22,5,0,1,659.3,0.037,0,0,2,0,metro_agency
Av. Caracas con Calle 53,4.643086003314959,-74.07374959676203,0,0,0,0,500.5,0.0,0,0,0,0,bogota
Cra 11 con Calle 93,4.675841496279004,-74.05119121694804,17,2,1,0,983.3,0.553,0,1,0,1,bogota
Calle 170 con Cra 7,4.753077986822793,-74.04464099319385,5,2,0,0,663.9,0.186,0,0,0,0,metro_agency
Av. 68 con Calle 26,4.607310344015836,-74.11052212783726,18,2,1,0,1216.1,0.636,10,0,1,1,bogota
Cra 30 con Calle 45,4.636255106969878,-74.1015174989694,20,4,0,0,489.3,0.143,2,1,0,0,bogota
Calle 13 con Cra 50,4.604800978772777,-74.10976263971854,17,1,1,0,1387.2,0.795,6,2,1,2,metro_agency
Av. Suba con Cra 91,4.723114805597213,-74.08979505767078,13,3,0,0,784.9,0.158,0,1,1,0,bogota
Cra 7 con Calle 116,4.698081319417864,-74.04296912588005,17,0,1,0,1161.1,0.392,0,0,0,0,bogota
Calle 63 con Av. Caracas,4.65159295501452,-74.07391560957858,18,0,1,0,978.4,0.391,0,0,0,0,metro_agency
Av. Boyaca con Calle 80,4.700519068481108,-74.10989341790459,6,0,0,0,444.2,0.153,3,1,1,0,bogota
Cra 19 con Calle 100,4.68764390167688,-74.0664327052186,7,5,1,1,716.6,0.289,3,0,0,0,bogota
Calle 26 con Cra 50,4.608818098605437,-74.10865650979181,19,0,1,0,871.8,0.732,13,1,0,2,metro_agency
Av. Ciudad de Cali con Calle 80,4.696400984039541,-74.12819184476434,11,5,0,1,237.5,0.0,1,0,1,0,bogota
Cra 7 con Calle 32,4.6204366603098475,-74.07905101335659,21,4,0,0,919.4,0.0,1,1,1,0,bogota
Cra 7 con Calle 26,4.610587503967414,-74.08093915334568,4,1,0,0,684.7,0.344,0,1,1,0,metro_agency
Calle 100 con Autopista Norte,4.6861274312512435,-74.0435465785485,22,2,0,0,849.9,0.0,1,0,2,0,bogota
Av. Eldorado con Cra 30,4.646432465784687,-74.10187944694228,5,6,0,1,526.1,0.0,0,1,1,0,bogota
Cra 15 con Calle 72,4.660095674063231,-74.05677086304685,7,4,1,0,1404.4,0.675,4,0,2,1,metro_agency
Calle 80 con Av. Boyaca,4.6984731192858975,-74.11152598417802,17,0,1,0,1147.1,0.902,15,1,0,2,bogota
Cra 7 con Calle 45,4.636761634662973,-74.06426170188321,15,5,0,1,750.7,0.093,3,1,0,0,bogota
Av. Caracas con Calle 53,4.642211726157548,-74.07306667317393,5,2,0,0,499.2,0.559,1,0,0,0,metro_agency
Cra 11 con Calle 93,4.677278070796001,-74.04962978834436,7,5,1,1,1075.0,0.568,1,0,1,1,bogota
Calle 170 con Cra 7,4.753123680364873,-74.04521603789539,8,6,1,1,1221.5,0.322,1,0,0,0,bogota
Av. 68 con Calle 26,4.605473954589269,-74.11085013575288,6,3,0,0,741.4,0.612,3,0,0,0,metro_agency
Cra 30 con Calle 45,4.636525331888748,-74.10002900828471,7,4,1,0,1140.4,0.44,0,1,2,1,bogota
Calle 13 con Cra 50,4.603409784290584,-74.11004970468981,18,3,1,0,1270.6,0.519,2,1,1,1,bogota
Av. Suba con Cra 91,4.724764955457736,-74.09218816334767,6,1,0,0,761.8,0.188,2,0,0,0,metro_agency
Cra 7 con Calle 116,4.698294380888932,-74.04315876471227,20,6,0,1,527.4,0.0,1,0,0,0,bogota
Calle 63 con Av. Caracas,4.6517670370007265,-74.07328260486926,17,0,1,0,1048.5,0.612,2,2,1,1,bogota
Av. Boyaca con Calle 80,4.697646608828776,-74.11213224865521,9,1,1,0,1780.4,0.439,1,0,0,0,metro_agency
Cra 19 con Calle 100,4.688046030144141,-74.06637737148485,7,5,1,1,1031.8,0.582,1,2,0,1,bogota
Calle 26 con Cra 50,4.608191091467791,-74.10820367607351,10,0,0,0,523.8,0.119,1,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.697789187439721,-74.12848824305352,1,5,0,1,759.4,0.0,2,1,1,0,metro_agency
Cra 7 con Calle 32,4.618987432342556,-74.07652344290986,22,2,0,0,831.8,0.207,0,0,2,0,bogota
Cra 7 con Calle 26,4.607838049865126,-74.08158767883452,17,0,1,0,639.8,0.485,2,1,1,1,bogota
Calle 100 con Autopista Norte,4.685586510868309,-74.04325837113566,12,4,0,0,838.8,0.435,1,0,0,0,metro_agency
Av. Eldorado con Cra 30,4.646533866728526,-74.10233878762861,0,1,0,0,511.6,0.142,0,0,1,0,bogota
Cra 15 con Calle 72,4.661834388527909,-74.05561590420605,21,5,0,1,580.4,0.0,1,1,2,0,bogota
Calle 80 con Av. Boyaca,4.699572774396625,-74.11058214134775,12,1,0,0,114.7,0.334,2,2,0,0,metro_agency
Cra 7 con Calle 45,4.63419513139827,-74.06432606721297,8,4,1,0,705.9,0.691,1,0,0,1,bogota
Av. Caracas con Calle 53,4.644238065436105,-74.07366907458221,9,4,1,0,1175.4,0.764,4,0,1,1,bogota
Cra 11 con Calle 93,4.676894439706352,-74.04912148731019,16,2,0,0,513.8,0.249,0,0,2,0,metro_agency
Calle 170 con Cra 7,4.7531342401812875,-74.04446236933943,14,0,0,0,496.5,0.155,0,1,2,0,bogota
Av. 68 con Calle 26,4.604395535603423,-74.1093085844907,12,2,0,0,564.5,0.361,0,0,0,0,bogota
Cra 30 con Calle 45,4.636824204170902,-74.10006120806867,21,2,0,0,794.4,0.396,2,0,0,0,metro_agency
Calle 13 con Cra 50,4.603639579412355,-74.11120005423265,6,2,0,0,722.0,0.314,1,0,1,0,bogota
Av. Suba con Cra 91,4.724267362453512,-74.09164725959089,4,3,0,0,545.5,0.236,2,0,1,0,bogota
Cra 7 con Calle 116,4.699108608373233,-74.04353030931995,0,2,0,0,869.9,0.083,0,0,1,0,metro_agency
Calle 63 con Av. Caracas,4.652042572353561,-74.07316034540474,3,1,0,0,255.9,0.088,0,0,0,0,bogota
Av. Boyaca con Calle 80,4.697466474027712,-74.11280511118805,5,0,0,0,529.7,0.336,0,0,0,0,bogota
Cra 19 con Calle 100,4.686757888538836,-74.06495376586885,8,5,1,1,799.9,0.278,0,1,0,0,metro_agency
Calle 26 con Cra 50,4.610099435983009,-74.11040179502695,23,4,0,0,345.0,0.0,1,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.6969757042768485,-74.12630873493583,16,6,0,1,828.1,0.375,0,0,0,0,bogota
Cra 7 con Calle 32,4.617463779497144,-74.07625250653174,7,1,1,0,1244.2,0.649,12,0,0,1,metro_agency
Cra 7 con Calle 26,4.609535259069896,-74.08223165382466,8,0,1,0,658.8,0.672,1,1,1,1,bogota
Calle 100 con Autopista Norte,4.685807878799651,-74.04426466165211,12,0,0,0,585.9,0.111,2,0,0,0,bogota
Av. Eldorado con Cra 30,4.650231440405427,-74.10201960894611,16,1,0,0,543.8,0.17,1,2,0,0,metro_agency
Cra 15 con Calle 72,4.660414883596077,-74.05608007474737,15,5,0,1,483.5,0.0,0,2,1,0,bogota
Calle 80 con Av. Boyaca,4.698418363535703,-74.1104274308828,6,0,0,0,552.3,0.014,2,0,0,0,bogota
Cra 7 con Calle 45,4.636440908518561,-74.06352383083282,18,6,1,1,1015.5,0.453,1,0,0,0,metro_agency
Av. Caracas con Calle 53,4.641170167091796,-74.07266106323857,11,4,0,0,576.9,0.371,0,2,2,1,bogota
Cra 11 con Calle 93,4.675118841585534,-74.05253046801911,16,1,0,0,706.1,0.051,1,0,1,0,bogota
Calle 170 con Cra 7,4.753615819473219,-74.04559739771236,5,5,0,1,601.5,0.259,0,0,1,0,metro_agency
Av. 68 con Calle 26,4.606805034519632,-74.1103975724983,15,4,0,0,438.1,0.168,1,1,1,0,bogota
Cra 30 con Calle 45,4.635234664305881,-74.10176235464196,7,5,1,1,1160.8,0.485,0,2,1,1,bogota
Calle 13 con Cra 50,4.60280744437434,-74.10991262851937,8,3,1,0,1347.3,0.834,3,1,2,2,metro_agency
Av. Suba con Cra 91,4.723401212381472,-74.09056902551016,7,5,1,1,1494.5,0.153,5,0,0,0,bogota
Cra 7 con Calle 116,4.697926710881533,-74.04374058875274,17,5,1,1,1010.0,0.325,0,2,2,1,bogota
Calle 63 con Av. Caracas,4.6532773770878055,-74.07465877845618,17,2,1,0,1023.2,0.531,2,2,0,1,metro_agency
Av. Boyaca con Calle 80,4.697574812695843,-74.11015596214322,13,2,0,0,329.5,0.0,0,2,0,0,bogota
Cra 19 con Calle 100,4.686309325438115,-74.06424141713039,13,4,0,0,630.2,0.257,0,0,0,0,bogota
Calle 26 con Cra 50,4.608079715387233,-74.1108965651774,6,5,0,1,529.2,0.253,1,0,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.697789464402992,-74.1299210860693,7,3,1,0,1510.2,0.82,13,1,0,2,bogota
Cra 7 con Calle 32,4.618164947904574,-74.07739016784922,17,1,1,0,1020.7,0.703,4,0,0,1,bogota
Cra 7 con Calle 26,4.609395077787643,-74.08194428093978,17,6,1,1,1635.0,0.186,2,0,0,0,metro_agency
Calle 100 con Autopista Norte,4.686973616509628,-74.04453766383035,17,0,1,0,1330.3,0.86,0,1,1,1,bogota
Av. Eldorado con Cra 30,4.647378463402416,-74.10296639459122,12,1,0,0,761.8,0.112,2,0,2,0,bogota
Cra 15 con Calle 72,4.66006710700314,-74.05686160599176,5,0,0,0,766.3,0.389,1,0,0,0,metro_agency
Calle 80 con Av. Boyaca,4.696428428595239,-74.11104516470544,9,1,1,0,1015.9,0.629,10,0,0,1,bogota
Cra 7 con Calle 45,4.63622930914525,-74.06425970658933,7,6,1,1,1346.8,0.463,1,1,1,1,bogota
Av. Caracas con Calle 53,4.642594181242502,-74.07505603644515,15,2,0,0,829.2,0.0,1,0,2,0,metro_agency
Cra 11 con Calle 93,4.676612277026054,-74.05016973338113,7,3,1,0,1324.4,0.62,1,0,0,1,bogota
Calle 170 con Cra 7,4.753681918788127,-74.04457273682516,19,4,1,0,1197.9,0.627,3,0,0,1,bogota
Av. 68 con Calle 26,4.607568618710416,-74.11015030095959,9,5,1,1,1423.6,0.397,1,0,0,0,metro_agency
Cra 30 con Calle 45,4.636952306151611,-74.10333133511041,12,0,0,0,578.0,0.23,1,2,1,0,bogota
Calle 13 con Cra 50,4.601753622012642,-74.10985310642235,6,6,0,1,693.6,0.0,1,0,2,0,bogota
Av. Suba con Cra 91,4.7250513062443,-74.09067310207634,15,6,0,1,677.7,0.0,2,0,0,0,metro_agency
Cra 7 con Calle 116,4.698863080801712,-74.04303614683496,6,2,0,0,855.0,0.319,0,0,2,0,bogota
Calle 63 con Av. Caracas,4.65398837199287,-74.0725157433548,3,3,0,0,372.3,0.274,3,0,0,0,bogota
Av. Boyaca con Calle 80,4.6989184860706565,-74.1103201617976,15,4,0,0,605.4,0.254,0,0,1,0,metro_agency
Cra 19 con Calle 100,4.6870347074681025,-74.06571850872172,19,3,1,0,1160.2,0.482,2,0,1,1,bogota
Calle 26 con Cra 50,4.609867162669651,-74.10937353390823,14,0,0,0,646.4,0.099,0,0,1,0,bogota
Av. Ciudad de Cali con Calle 80,4.6973652433291555,-74.1278050285443,12,3,0,0,680.4,0.07,2,0,0,0,metro_agency
Cra 7 con Calle 32,4.619011241622621,-74.07671196986912,15,2,0,0,658.0,0.289,2,0,0,0,bogota
Cra 7 con Calle 26,4.6064249893660865,-74.08251792709358,6,4,0,0,243.4,0.139,4,0,2,0,bogota
Calle 100 con Autopista Norte,4.687037519572724,-74.04418035483971,12,5,0,1,616.1,0.0,4,2,1,0,metro_agency
Av. Eldorado con Cra 30,4.646204551495245,-74.10310791094068,7,5,1,1,1106.8,0.473,0,0,2,1,bogota
Cra 15 con Calle 72,4.659480565247342,-74.0562197845441,8,2,1,0,978.3,0.698,11,0,0,1,bogota
Calle 80 con Av. Boyaca,4.698382381819829,-74.11086626889372,13,1,0,0,560.2,0.198,0,1,1,0,metro_agency
Cra 7 con Calle 45,4.63599297924653,-74.06520637692913,10,2,0,0,717.6,0.293,0,0,1,0,bogota
Av. Caracas con Calle 53,4.642624028920541,-74.07407249187987,1,6,0,1,615.1,0.21,5,1,0,0,bogota
Cra 11 con Calle 93,4.677848813096471,-74.05166514067685,23,2,0,0,836.3,0.552,1,0,0,0,metro_agency
Calle 170 con Cra 7,4.752350873508741,-74.04480247069239,12,0,0,0,457.9,0.247,0,0,0,0,bogota
Av. 68 con Calle 26,4.606285520273293,-74.11058138023506,18,5,1,1,826.6,0.435,0,0,2,1,bogota
Cra 30 con Calle 45,4.636634460064097,-74.1010246092647,6,1,0,0,793.6,0.208,3,1,1,0,metro_agency
Calle 13 con Cra 50,4.601682235690923,-74.11119613046797,8,3,1,0,1401.3,0.691,3,0,0,1,bogota
Av. Suba con Cra 91,4.723086631992409,-74.09303554641079,22,1,0,0,660.7,0.207,0,0,0,0,bogota
Cra 7 con Calle 116,4.700014187288331,-74.04200345288177,10,6,0,1,932.7,0.046,2,0,0,0,metro_agency
Calle 63 con Av. Caracas,4.651214629999349,-74.07281913266931,15,4,0,0,161.7,0.189,1,2,0,0,bogota
Av. Boyaca con Calle 80,4.6981718280990306,-74.11021107276035,19,2,1,0,1376.2,0.569,1,0,2,1,bogota
Cra 19 con Calle 100,4.686649891541004,-74.06612654930943,13,2,0,0,508.7,0.176,0,0,1,0,metro_agency
Calle 26 con Cra 50,4.608164288755143,-74.10847125214946,16,1,0,0,575.3,0.246,0,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.696812856499762,-74.12866152385722,10,5,0,1,583.8,0.0,3,1,0,0,bogota
Cra 7 con Calle 32,4.621892109635274,-74.07717745474001,13,1,0,0,555.8,0.21,1,0,2,0,metro_agency
Cra 7 con Calle 26,4.610049216807899,-74.0814710536198,4,0,0,0,119.1,0.191,1,0,0,0,bogota
Calle 100 con Autopista Norte,4.688127803433451,-74.04495544479286,15,2,0,0,868.9,0.394,0,2,1,1,bogota
